Accesion	Protein Description	Genes	# of Peptides	1-sort	2-sort	3-sort	4-sort		1-unsort	2-unsort	3-unsort	4-unsort
Q8BSE0	Regulator of microtubule dynamics protein 2	Rmdn2	1	NaN	86088.5	NaN	53461.2		101377	137119	46282.9	112389
Q8CBR6	Tsukushi	Tsku	2	NaN	85761.7	59056.9	69540.2		NaN	79244.8	NaN	110126
Q9DB98	Leukocyte receptor cluster member 1 homolog	Leng1	1	138603	85172.8	163710	79989.3		161123	NaN	NaN	141781
B1ASA5	Zinc finger protein 362	Zfp362	2	307192	85138.6	467732	178625		343851	94573.4	299264	281345
Q66JV4	RNA-binding protein 12B-B	Rbm12b2	3	NaN	84587	206713	386741		NaN	204462	281973	207135
Q99J39	"Malonyl-CoA decarboxylase, mitochondrial"	Mlycd	5	306949	84390.2	213507	201198		277620	114080	476633	236582
Q9JKL4	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3	Ndufaf3	1	177475	83043.5	400180	268767		74484.9	74322.5	461811	272484
Q7TQI8	Testis-specific Y-encoded-like protein 2	Tspyl2	1	75980.9	82695.8	69119	NaN		129840	73672.2	NaN	NaN
P31809	Carcinoembryonic antigen-related cell adhesion molecule 1	Ceacam1	1	141899	82651.8	NaN	146121		NaN	211784	92088.5	122493
Q91W63	Nicotinamide riboside kinase 1	Nmrk1	1	NaN	82608	55657	120894		128342	111571	168882	115219
Q6P9S0	Protein MTSS 2	Mtss2	2	103208	81699.8	162408	110681		85415.2	110831	217496	137416
Q8C0T7	Major facilitator superfamily domain-containing protein 9	Mfsd9	2	171192	81258.4	66515.3	156750		121164	49590.1	NaN	134926
Q9D0U9	Protein ARV1	Arv1	1	85404.2	81179.6	90441	NaN		52196.7	113578	NaN	92003.3
Q8BMD7	MORC family CW-type zinc finger protein 4	Morc4	2	171383	80634.1	141069	109811		65178.9	119485	NaN	168916
P0CG15	Chromosome transmission fidelity protein 8 homolog	Chtf8	1	64590.6	80622.6	107199	269911		94625.8	46047.4	153325	239165
Q8K4E0	Alstrom syndrome protein 1 homolog	Alms1	3	90706.9	80352.3	75339.4	85480.1		60609.6	118396	63258.9	82902.6
Q8BZ03;Q8K1Y2	Serine/threonine-protein kinase D2	Prkd2;Prkd3	1	116702	80109.8	73592.4	113672		95052.3	77254.2	NaN	138475
F8VPU6	Ubiquitinyl hydrolase 1	Usp9y	4	105415	79870.9	863116	1313070		NaN	179309	755163	1367130
Q9DAM5	Mitochondrial thiamine pyrophosphate carrier	Slc25a19	2	44844.8	79758.4	90987.5	245363		139784	104035	174829	227241
Q78XR0	Trafficking protein particle complex subunit 6A	Trappc6a	1	189096	78949.9	274042	303118		211277	249423	236190	336171
Q9QUK4	Baculoviral IAP repeat-containing protein 1b	Naip2	6	248309	78920.3	211613	378708		97149.8	189746	152258	319160
Q80XJ2	E3 ubiquitin-protein ligase RNF168	Rnf168	2	NaN	78185.8	131247	237145		97667.6	123288	NaN	248897
Q2TBA3	Mucosa-associated lymphoid tissue lymphoma translocation protein 1 homolog	Malt1	4	267179	77709.5	215468	552758		269744	358417	NaN	1113190
Q920L5	Elongation of very long chain fatty acids protein 6	Elovl6	2	NaN	77175.6	239955	121759		NaN	61741.9	46221.7	76357.2
Q0VGM9	Regulator of telomere elongation helicase 1	Rtel1	3	74001.1	77158.5	NaN	60532.1		149914	124298	68556.5	64745.6
Q05A36	RNA-binding E3 ubiquitin-protein ligase MEX3C	Mex3c	2	275627	76144.6	193567	157173		228688	224649	640763	533287
P97820;Q91YE5	Mitogen-activated protein kinase kinase kinase kinase 4	Baz2a;Map4k4	1	NaN	76063.8	NaN	64405		70610.8	64456.1	NaN	58765.4
Q8VBW1	Sodium- and chloride-dependent creatine transporter 1	Slc6a8	1	NaN	75043.9	NaN	178038		NaN	172480	53903.2	107838
Q9Z2E2	Methyl-CpG-binding domain protein 1	Mbd1	2	NaN	74950.9	181954	351762		223798	NaN	265148	241339
P09535	Insulin-like growth factor II	Igf2	2	120896	74593.4	172571	NaN		66688.5	153309	NaN	NaN
Q8CGC4;Q8K2F8	Protein LSM14 homolog B	Lsm14a;Lsm14b	1	201563	74065	168095	121063		258861	193114	199816	194071
Q8CH09	SURP and G-patch domain-containing protein 2	Sugp2	1	157398	72911.1	174072	166925		69179.2	94566.1	145093	178390
Q6P3E7	Polyamine deacetylase HDAC10	Hdac10	1	NaN	72507.3	211407	47304.8		115392	260955	NaN	137330
Q9CXD6	Mitochondrial calcium uniporter regulator 1	Mcur1	2	79652.9	72191.9	195326	156099		105507	142798	155639	116758
Q8BJM5	Zinc transporter 6	Slc30a6	3	516206	71939	659134	552090		NaN	310282	505318	737995
Q8BIS8	Coiled-coil domain-containing protein 126	Ccdc126	1	87153.4	71289.2	239578	235160		NaN	311923	NaN	NaN
Q8CIA9	Hippocampus abundant transcript-like protein 1	Mfsd14b	1	67031.9	70464.7	13142.5	80647.4		NaN	63344.9	NaN	NaN
Q8CB62	Centrobin	Cntrob	5	149058	68829.5	123440	123103		190446	95140.5	112739	202202
P56390	Cyclin-dependent kinases regulatory subunit 2	Cks2	2	NaN	68552	368332	499387		177935	276328	374533	266720
Q8VD26	Transmembrane protein 143	Tmem143	3	NaN	68501.5	304787	168989		40494.1	NaN	933612	192575
Q6P5F7	Protein tweety homolog 3	Ttyh3	2	110067	66890	31067.1	52521.8		142062	110421	NaN	58731.4
Q9D6W8	BLOC-1-related complex subunit 6	Borcs6	2	NaN	66270.8	274335	222016		250571	NaN	296242	253850
Q9QZB1	Regulator of G-protein signaling 20	Rgs20	1	243745	65297	318720	390631		335821	328256	283796	390928
Q9QY93	dCTP pyrophosphatase 1	Dctpp1	1	277678	63648	85563.9	NaN		216514	230657	NaN	NaN
Q6P1D7	Structure-specific endonuclease subunit SLX4	Slx4	2	41764.5	62531.5	86453.4	181191		65379.3	NaN	106648	NaN
Q5SXC4	Vascular endothelial zinc finger 1	Vezf1	5	132825	62288.8	317453	168020		121383	101001	146377	167078
Q6DG52	Protein Churchill	Churc1	2	NaN	60748.1	204311	221749		NaN	NaN	NaN	241215
Q9JII1	Phosphatidylinositol polyphosphate 5-phosphatase type IV	Inpp5e	1	155011	59911.5	NaN	208000		91498.8	99002.5	157196	171269
Q61572	Forkhead box protein C1	Foxc1	1	165577	59807.4	225915	194517		181102	89850.1	213649	172681
Q8K004	Spermatogenesis-associated protein 2	Spata2	2	43560.8	57213.5	NaN	143437		67365.1	32673.7	NaN	NaN
Q75NR7	ATP-dependent DNA helicase Q4	Recql4	3	41540.3	56933.7	320702	239891		NaN	NaN	167601	124855
Q8BL06	Inactive ubiquitin carboxyl-terminal hydrolase 54	Usp54	4	111645	56156.8	146198	131561		55591.4	95687.7	97312.9	111779
A3KGS3	Ral GTPase-activating protein subunit alpha-2	Ralgapa2	5	NaN	55807.1	157043	204178		33757.3	66477.6	177662	182116
Q08369	Transcription factor GATA-4	Gata4	1	103676	55571.5	195036	NaN		143626	89824.9	137332	NaN
A2AJQ3	Probable C-mannosyltransferase DPY19L4	Dpy19l4	3	332151	55564	374170	161019		302600	322293	220632	153245
Q9DB07	Intraflagellar transport protein 46 homolog	Ift46	2	214590	55544	393439	695312		NaN	NaN	448501	735560
A2A7B5	"PR domain-containing 2, with ZNF domain"	Prdm2	1	315352	55349.7	234087	234877		264318	NaN	112162	177923
Q3UIW5	RING finger protein 10	Rnf10	1	NaN	53317	31703.5	162344		114788	192201	NaN	140533
Q6ZQ89	E3 ubiquitin-protein ligase MARCHF6	Marchf6	2	NaN	52620.6	223906	224541		342613	30813.2	345114	241399
Q80TS3	Adhesion G protein-coupled receptor L3	Adgrl3	2	92177.6	52316.3	147132	96847.4		189211	NaN	79803.4	63370.2
Q9QXE0	2-hydroxyacyl-CoA lyase 1	Hacl1	4	185903	52011.7	199974	87904.5		156446	153191	232352	147125
Q32P12	Homologous recombination OB-fold protein	Hrob	1	104901	51388.8	NaN	221282		116944	178227	108626	231313
P61622	Integrin alpha-11	Itga11	3	136143	51080.6	207540	42253.9		160073	NaN	100547	54848.6
Q07968	Coagulation factor XIII B chain	F13b	1	27386.1	51042.8	178243	102258		42274.9	NaN	70766.4	419998
Q9QXV8	Protein sprouty homolog 2	Spry2	1	43756.7	50455	57099.6	116735		50352.9	NaN	37001.3	145005
Q99MQ1	Protein bicaudal C homolog 1	Bicc1	3	71941.3	49954.4	160853	113662		42627.2	50535.1	38979	90319.2
Q78S06	Protein SYS1 homolog	Sys1	2	75284.9	49916.5	485046	313798		278322	NaN	129113	412228
Q8BZ64	Tectonic-1	Tctn1	2	69394.9	46653.9	178567	53136.1		34919.9	NaN	159160	98739.8
Q9CZK6	Ankyrin repeat and SAM domain-containing protein 3	Anks3	2	NaN	45863.6	NaN	162290		574397	955255	198937	159825
Q9JLY7	Dual specificity protein phosphatase 14	Dusp14	3	139827	45217.4	212486	232471		85205.4	80280.1	94676.6	329980
Q8CHE4	PH domain leucine-rich repeat-containing protein phosphatase 1	Phlpp1	3	55832.1	39713	144858	204127		NaN	29006.4	192665	57597.1
Q5U4F6	Cytoplasmic dynein 2 intermediate chain 2	Dync2i2	1	69401.1	39599.1	84564.1	83368.4		84128.3	81158.4	58733.2	106532
Q9Z2F7	BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like	Bnip3l	1	37791	39590.9	38717.6	NaN		36624	103174	NaN	38854.5
Q9JHN8	Serine/threonine-protein kinase 19	Stk19	2	140641	38691.7	226067	284714		84290.9	106902	153389	298485
Q3UWW6	GAS2-like protein 3	Gas2l3	1	NaN	38035	114516	177566		NaN	86298.7	NaN	126235
B2RXR6	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B	Ankrd44	2	NaN	36701.1	160190	121687		82830.6	NaN	132353	130874
P51163	Uroporphyrinogen-III synthase	Uros	1	NaN	36145.4	95600.3	192888		NaN	65089.8	74221.4	84580.3
Q80Z25	Oral-facial-digital syndrome 1 protein homolog	Ofd1	7	185375	36040.8	169459	351802		226629	148467	NaN	126457
Q9D154	Leukocyte elastase inhibitor A	Serpinb1a	6	NaN	35300.9	158216	374647		NaN	NaN	1102330	365096
Q6WQJ1	Diacylglycerol lipase-alpha	Dagla	2	56403.3	35053.6	101652	60287.4		149334	NaN	57594.8	NaN
Q60520;Q62141	Paired amphipathic helix protein Sin3a	Sin3a;Sin3b	1	NaN	33665.8	317786	373900		NaN	NaN	610054	198466
Q8CHG5	Apoptosis-resistant E3 ubiquitin protein ligase 1	Arel1	2	117724	33239.3	NaN	131348		NaN	NaN	47202.4	136791
Q9CZ69	CKLF-like MARVEL transmembrane domain-containing protein 6	Cmtm6	1	NaN	32611.7	266286	423411		NaN	NaN	255855	366309
Q8VCK5	Kelch-like protein 20	Klhl20	2	31318.5	29797.1	NaN	151202		NaN	NaN	NaN	NaN
Q922G0	Solute carrier family 25 member 36	Slc25a36	2	82945.9	29600.6	117508	167676		NaN	98119.4	NaN	176100
Q80X80	Phospholipid transfer protein C2CD2L	C2cd2l	1	NaN	28925.3	35413.9	197727		NaN	62009.3	28732.1	152620
Q31093	"Histocompatibility 2, M region locus 3"	H2-M3	2	NaN	27260.7	318202	353830		115636	187429	282427	152049
Q9Z2C4	Myotubularin-related protein 1	Mtmr1	3	72451.8	25005.2	207978	133957		22470.7	76947.6	355488	153156
Q63ZW6	Col4a5 protein	Col4a5	1	94242.4	24814.5	215733	61745		96413.6	118440	63712.9	105208
Q921R8	Solute carrier family 41 member 3	Slc41a3	2	NaN	20972.7	NaN	80365.1		47011.5	11031.9	176643	78781.5
B1AVB3	Scm polycomb group protein-like 2	Scml2	1	NaN	NaN	404081	203507		NaN	435630	380524	426776
B1AWC9	Phosphodiesterase	Pde4b	2	NaN	NaN	NaN	113192		139549	301932	99984	50759.1
E9Q1P8;Q8K3X4;Q8R3Y8	Interferon regulatory factor 2-binding protein 2	Irf2bp1;Irf2bp2;Irf2bpl	1	NaN	NaN	220137	347532		2209950	1155740	NaN	772120
O08576	RUN domain-containing protein 3A	Rundc3a	2	NaN	NaN	87024	NaN		147103	NaN	54459.3	112242
O35450	FK506-binding protein-like	Fkbpl	3	NaN	NaN	93220.7	169785		369974	NaN	150466	307151
O35945;P24549	"Aldehyde dehydrogenase, cytosolic 1"	Aldh1a1;Aldh1a7	6	NaN	NaN	725219	3103070		NaN	249461	2434300	3316750
O35980	Endonuclease III-like protein 1	Nthl1	3	NaN	NaN	732400	276854		143191	NaN	905133	419815
O55003	BCL2/adenovirus E1B 19 kDa protein-interacting protein 3	Bnip3	1	NaN	NaN	NaN	66220.2		56653.8	NaN	169179	128046
O88876	Short-chain dehydrogenase/reductase 3	Dhrs3	2	NaN	NaN	228722	NaN		NaN	45588.3	195633	363253
O88990	Alpha-actinin-3	Actn3	48	NaN	NaN	4782320	1447900		1841410	1141690	1.24E+08	1.06E+07
O89084;Q01063	"cAMP-specific 3',5'-cyclic phosphodiesterase 4A"	Pde4a;Pde4d	4	NaN	NaN	383990	364602		117021	166292	380735	448896
O89104	Synaptophysin-like protein 2	Sypl2	4	NaN	NaN	91388.7	NaN		NaN	227344	3114060	214120
P11352	Glutathione peroxidase 1	Gpx1	5	NaN	NaN	272976	347660		123936	110095	620297	471664
P11798	Calcium/calmodulin-dependent protein kinase type II subunit alpha	Camk2a	4	NaN	NaN	NaN	NaN		137330	NaN	4614830	271454
P13542	Myosin-8	Myh8	8	NaN	NaN	1.38E+07	2483160		7739190	NaN	3.73E+08	1.88E+07
P14602	Heat shock protein beta-1	Hspb1	10	NaN	NaN	181821	NaN		336882	277450	3445090	127913
P20152;P31001;P46660	Vimentin	Des;Ina;Vim	1	NaN	NaN	256511	104167		1166640	526951	NaN	1021920
P20782	Acetylcholine receptor subunit epsilon	Chrne	1	NaN	NaN	100750	208734		258625	170770	NaN	186590
P32848	Parvalbumin alpha	Pvalb	16	NaN	NaN	2.53E+07	2210800		NaN	1.47E+07	6.10E+08	1.29E+07
P43023	"Cytochrome c oxidase subunit 6A2, mitochondrial"	Cox6a2	2	NaN	NaN	180253	75515.4		205787	119077	90770.9	125804
P58462;Q9DBY0	Forkhead box protein P1	Foxp1;Foxp4	1	NaN	NaN	285915	NaN		NaN	143815	387452	338118
P61982;Q9CQV8	14-3-3 protein gamma	Ywhab;Ywhag	3	NaN	NaN	899110	836794		2553250	363553	NaN	3616340
P63260	"Actin, cytoplasmic 2"	Actg1	4	NaN	NaN	1050330	893698		95533.9	NaN	1476210	1152640
P63260;P63268;P68134;Q8BFZ3	"Actin, cytoplasmic 2"	Acta1;Actbl2;Actg1;Actg2	2	NaN	NaN	211175	NaN		538930	NaN	1001050	317965
P97358	TATA box-binding protein-associated factor RNA polymerase I subunit B	Taf1b	1	NaN	NaN	102414	220812		NaN	123713	75082	201723
P97443	Histone-lysine N-methyltransferase Smyd1	Smyd1	20	NaN	NaN	410934	223598		1060730	1245600	6406690	531138
P97447	Four and a half LIM domains protein 1	Fhl1	14	NaN	NaN	471347	66529.9		42714.7	NaN	1.20E+07	284152
P97457	"Myosin regulatory light chain 2, skeletal muscle isoform"	Mylpf	23	NaN	NaN	1.49E+07	1979560		NaN	1764840	3.02E+08	2.78E+07
P97857	A disintegrin and metalloproteinase with thrombospondin motifs 1	Adamts1	1	NaN	NaN	1363340	733821		796928	NaN	574854	627899
P97931	Uracil-DNA glycosylase	Ung	2	NaN	NaN	NaN	199148		99097.1	157233	45965.5	124061
Q02357	Ankyrin-1	Ank1	2	NaN	NaN	1012470	1401560		796637	787970	3196840	1049410
Q05BC3;Q3UMY5	Echinoderm microtubule-associated protein-like 1	Eml1;Eml4	1	NaN	NaN	1718950	1528710		570481	NaN	2103140	1541200
Q07243	Metal regulatory transcription factor 1	Mtf1	1	NaN	NaN	16316.4	36055		37500	12398.8	57602	93001.8
Q0VBK2	"Keratin, type II cytoskeletal 80"	Krt80	2	NaN	NaN	326113	NaN		189662	236499	109265	243486
Q1XH17	Tripartite motif-containing protein 72	Trim72	15	NaN	NaN	431103	167882		76035.3	NaN	6650730	458867
Q3TAA7	Serine/threonine-protein kinase 11-interacting protein	Stk11ip	4	NaN	NaN	106219	159235		25192.3	132982	NaN	201863
Q3TVI4	Protein HEXIM2	Hexim2	2	NaN	NaN	176772	NaN		190818	66720.6	NaN	33258.4
Q3UHC0;Q3UHK8	Trinucleotide repeat-containing gene 6C protein	Tnrc6a;Tnrc6c	1	NaN	NaN	838778	864851		709253	882332	554895	829842
Q3UV17;Q9R0H5	"Keratin, type II cytoskeletal 2 oral"	Krt71;Krt76	2	NaN	NaN	404143	402700		70317.5	72664.9	113353	290821
Q571F8	"Glutaminase liver isoform, mitochondrial"	Gls2	1	NaN	NaN	2933450	3927660		3152250	4530190	2902490	4346060
Q5SQF8	Histone deacetylase complex subunit SAP30L	Sap30l	2	NaN	NaN	432560	321828		341068	286921	325418	243637
Q5SW45	Meckel syndrome type 1 protein homolog	Mks1	2	NaN	NaN	230259	506699		NaN	317162	2628350	594515
Q5SX40	Myosin-1	Myh1	42	NaN	NaN	5554560	956019		NaN	322770	1.63E+08	5352320
Q5SYL3	Protein KIAA0100	Kiaa0100	4	NaN	NaN	281840	489935		129534	NaN	241639	416819
Q5XJY6	Fanconi anemia group B protein homolog	Fancb	3	NaN	NaN	64120.9	305555		178265	142233	NaN	258287
Q5XKE0	"Myosin-binding protein C, fast-type"	Mybpc2	76	NaN	NaN	2937610	651585		1.96E+07	3.70E+07	8.05E+07	7388930
Q60769	Tumor necrosis factor alpha-induced protein 3	Tnfaip3	2	NaN	NaN	428434	421791		NaN	466602	306701	343416
Q61151;Q6PD28	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform	Ppp2r5b;Ppp2r5e	1	NaN	NaN	1058600	1134130		NaN	882504	937400	1221010
Q61495;Q7TSF1	Desmoglein-1-alpha	Dsg1a;Dsg1b	3	NaN	NaN	1080670	344009		NaN	244250	523363	675075
Q62234	Myomesin-1	Myom1	85	NaN	NaN	790136	753797		1261810	NaN	2.11E+07	1534020
Q64112	Interferon-induced protein with tetratricopeptide repeats 2	Ifit2	1	NaN	NaN	NaN	179863		NaN	113430	9253.59	270509
Q64518;Q8R429	Sarcoplasmic/endoplasmic reticulum calcium ATPase 3	Atp2a1;Atp2a3	5	NaN	NaN	2978090	611026		1424850	NaN	1.34E+08	9128240
Q64523;Q6GSS7	Histone H2A type 2-C	H2ac20;Hist2h2aa2	1	NaN	NaN	3502320	1850960		4613450	71353.9	305286	5278640
Q64700	Retinoblastoma-like protein 2	Rbl2	2	NaN	NaN	50611.9	79087.9		221181	NaN	161061	53249.2
Q6KAU7	Pleckstrin homology domain-containing family G member 2	Plekhg2	3	NaN	NaN	167445	174856		80438.9	72365.2	84217	248594
Q6NV72	WD repeat and coiled-coil-containing protein	Wdcp	2	NaN	NaN	262891	223063		NaN	564727	184814	212472
Q6NZM9;Q8C2B3;Q9Z2V6	Histone deacetylase 4	Hdac4;Hdac5;Hdac7	1	NaN	NaN	2074930	2042270		NaN	1666800	2017940	2172540
Q6P8J7	"Creatine kinase S-type, mitochondrial"	Ckmt2	21	NaN	NaN	1914380	212712		225552	NaN	5.55E+07	2207080
Q6PDN3	"Myosin light chain kinase, smooth muscle"	Mylk	1	NaN	NaN	7352620	1.01E+07		9836380	NaN	9004720	1.04E+07
Q6PIE5	Sodium/potassium-transporting ATPase subunit alpha-2	Atp1a2	20	NaN	NaN	307073	NaN		557565	NaN	4654020	197929
Q7TPV2	E3 ubiquitin-protein ligase DZIP3	Dzip3	3	NaN	NaN	187358	168912		152076	NaN	155143	142140
Q80V03	Uncharacterized aarF domain-containing protein kinase 5	Adck5	2	NaN	NaN	67202.1	NaN		194713	41184.8	130007	NaN
Q80WC7;Q8K2K6	Arf-GAP domain and FG repeat-containing protein 2	Agfg1;Agfg2	1	NaN	NaN	498243	673911		536939	632660	260449	752803
Q80WT4	G-protein coupled receptor 176	Gpr176	1	NaN	NaN	227992	57320.6		52518.2	147097	261875	143577
Q80Y86	Mitogen-activated protein kinase 15	Mapk15	1	NaN	NaN	2.32E+07	4153830		NaN	3.75E+07	4755210	1.24E+07
Q8BG21	Calcium channel flower homolog	Cacfd1	1	NaN	NaN	271818	287817		547228	NaN	255424	288504
Q8BGQ4	Protein O-mannosyl-transferase 2	Pomt2	1	NaN	NaN	298016	NaN		NaN	435548	231481	261663
Q8BIS1	Zinc finger protein 9	Zfp9	2	NaN	NaN	NaN	NaN		42176.2	NaN	83234.6	119697
Q8BMG1	ATR-interacting protein	Atrip	4	NaN	NaN	149497	232962		NaN	265905	153072	245879
Q8BML1;Q8CJ19	[F-actin]-monooxygenase MICAL2	Mical2;Mical3	2	NaN	NaN	549743	593647		NaN	132695	518944	581648
Q8BMW7	Magnesium transporter NIPA3	Nipal1	2	NaN	NaN	118010	414911		NaN	612857	178688	224815
Q8BWC0	Two pore channel protein 2	Tpcn2	1	NaN	NaN	147333	202538		NaN	532225	311859	301287
Q8C147;Q8VDR9	Dedicator of cytokinesis protein 8	Dock6;Dock8	1	NaN	NaN	839948	731953		NaN	1378420	437436	674745
Q8C4S8;Q924W7	DENN domain-containing protein 2A	Dennd2a;Dennd2b	1	NaN	NaN	340477	220338		63202.9	NaN	158761	302424
Q8CBG9	E3 ubiquitin-protein ligase RNF170	Rnf170	3	NaN	NaN	NaN	149368		56520.2	NaN	121098	67815.3
Q8CHS7	Dehydrogenase/reductase SDR family member 7C	Dhrs7c	8	NaN	NaN	NaN	NaN		NaN	318441	1544410	60128.6
Q8CI78	Required for meiotic nuclear division protein 1 homolog	Rmnd1	5	NaN	NaN	360777	390563		NaN	110806	540778	380590
Q8K015	Centromere protein O	Cenpo	3	NaN	NaN	431196	264178		NaN	584036	472458	371213
Q8R173	Palmitoyltransferase ZDHHC3	Zdhhc3	2	NaN	NaN	563746	478587		NaN	172027	362841	594715
Q8R2X8	Golgin-45	Blzf1	2	NaN	NaN	312754	359578		NaN	367489	360049	555138
Q8R3P7	Clusterin-associated protein 1	Cluap1	2	NaN	NaN	167804	188058		78713.2	79954.3	115258	237170
Q8VE91	Reticulophagy regulator 1	Retreg1	3	NaN	NaN	274344	679399		140646	460157	NaN	743579
Q8VF91	Olfactory receptor	Olfr1241	1	NaN	NaN	642194	519442		850066	388824	807737	626320
Q8VHR0	Protocadherin 18	Pcdh18	1	NaN	NaN	344575	526237		NaN	127569	499807	284781
Q91ZP6	NEDD4 family-interacting protein 2 (Fragment)	Ndfip2	2	NaN	NaN	145317	340449		NaN	321769	112211	215021
Q99KG7	Hermansky-Pudlak syndrome 4 protein homolog	Hps4	1	NaN	NaN	334661	154189		NaN	289469	300782	240140
Q99N20	Breast cancer metastasis-suppressor 1 homolog	Brms1	3	NaN	NaN	450777	427920		114338	NaN	292716	503416
Q9CR42	Ankyrin repeat domain-containing protein 1	Ankrd1	2	NaN	NaN	380756	282798		67768.7	NaN	272835	179774
Q9D1G3	Protein-cysteine N-palmitoyltransferase HHAT-like protein	Hhatl	7	NaN	NaN	52291.7	NaN		74118.7	NaN	2955240	379457
Q9D6J5	"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial"	Ndufb8	5	NaN	NaN	572623	219214		131126	NaN	1675990	418357
Q9D8Z6	Autophagy-related protein 101	Atg101	3	NaN	NaN	893282	871453		NaN	523504	1105870	1109490
Q9DA37	Sphingomyelin synthase-related protein 1	Samd8	3	NaN	NaN	169529	312846		75408.9	123259	301947	57403
Q9DAT5	Mitochondrial tRNA-specific 2-thiouridylase 1	Trmu	3	NaN	NaN	477705	685685		NaN	258869	726036	612937
Q9EPA7	Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1	Nmnat1	2	NaN	NaN	225505	239446		1811460	NaN	209369	280822
Q9ESK4	Inhibitor of growth protein 2	Ing2	2	NaN	NaN	303576	198056		345281	NaN	315289	268915
Q9ET80	Junctophilin-1	Jph1	11	NaN	NaN	284087	NaN		1374660	NaN	3603730	239395
Q9JI91	Alpha-actinin-2	Actn2	39	NaN	NaN	931769	195809		503429	96082.6	3.28E+07	1408270
Q9JJG6	Transmembrane protein 47	Tmem47	2	NaN	NaN	248820	151002		NaN	118401	287295	236078
Q9JLF6	Protein-glutamine gamma-glutamyltransferase K	Tgm1	2	NaN	NaN	673977	230985		249454	748188	224445	550301
Q9JMK2	Casein kinase I isoform epsilon	Csnk1e	1	NaN	NaN	410937	663985		816906	NaN	516944	640618
Q9R1Y5	Hypermethylated in cancer 1 protein	Hic1	2	NaN	NaN	551172	250115		404288	83487.2	625325	294191
Q9WUB3	"Glycogen phosphorylase, muscle form"	Pygm	45	NaN	NaN	4350610	588738		361113	NaN	1.15E+08	8125970
Q9WVQ0	Polyamine-modulated factor 1-binding protein 1	Pmfbp1	1	NaN	NaN	NaN	NaN		1774150	573940	1217760	NaN
